address,amount,
0x2bc249bc5896d40961ac60d6f455a09e9e42929c,0.865333333,
0x46a344188d1c9958cd10da3d6d3b0260dad8bafb,0.870333333,
0x60d100173ab0ef8cd06dea2c727b91f078148420,0.875333333,
0x1d56df3466328a4885d805241f6a094143564bde,0.880333333,
0x7fbe4ff5ae57bb87e9ecd6570d07bab66d106520,0.885333333,
0x754940fd19332e9de6349f8f5783ae700308bacc,0.890333333,
0xe07127dd68cf8a134d3b6cddf23eb13193755cab,0.895333333,
0x5ac9c21faf35cce2b5e0d87053949f20d50a3c70,0.900333333,
0x762aacab7df3eaa7efa51b227881a27e372d4efe,0.905333333,
0x6ced7a1c9465e9d82c2bc828ae0a123a55a3d4cc,0.910333333,
0xc5a14172e945320ecc78d5f1607f1b4f53d519b5,0.915333333,
0xde8c3e65600739d040ecca916aa473df4e66e8d9,0.920333333,
0x8c21f2f68240c60fcba5ebcee4e553ac1e96b9e1,0.925333333,
0xcd1a35292a51b085172ed7538b27149aa9eafc20,0.930333333,
0x0727565b3bb397be8297ce393be799c074dbd030,0.935333333,
0x436d35a1498e14cffda2e5ef19f1a05504b6e214,0.940333333,
0x61c1d00f3d8c42b2ccc50cba6fdd655b7cf04dc6,0.945333333,
0x6c736c69a2c73247d89b92699e08ffe8a5c95caa,0.950333333,
0xf21b3d29ba5457584f9893e3557d1343ff529a2e,0.955333333,
0x599ca991dedf8e665a3761d6b4f8311b82ac717f,0.960333333,
0x43cbfab5ebb2d1887d8128226ebef9dc5d809819,0.965333333,
0xd492796caaafd29a28701e54b77226f994c65244,0.970333333,
0xe15327b87cdfaa7a86eb8b9953c2914811027d4b,0.975333333,
0xd70412983e955fff7e89bbf9dc1ed820c3abe0e5,0.980333333,
0x8afaea61a6d69462e16bc65099a0ba0f0653819f,0.985333333,
0x3df10f478919ded68b8a3d9f5a075afd7fe11f1b,0.990333333,
0x6127d79a5ea891e4ef8eb88fd49005913687535c,0.995333333,
0x0049b3b1bb124e760a58700f28d664852df10640,1.000333333,
0x11a4d04ee6613dcd7418c64fa4880e10815e05aa,1.005333333,
0x6ada4409a9eb5d34144ed2d9fabc89b5de45a233,1.010333333,
0x3b8fc202719b749a0d79324b3b5972d568588583,1.015333333,
0xd872731fa4344917a0e65cc73490656980d6a8ef,1.020333333,
0xd16399187bc9b51805d726f8fe12977e1eafebe5,1.025333333,
0xb59448eaae1ca20fad3cec1b4793b3cfcc4ea717,1.030333333,
0x6400a0af18c44b64a6012df03dc9fb81f308b02c,1.035333333,
0x294406980827f2c5a847556fccec0caacfd5ab6d,1.040333333,
0x906b88dc95c2d1387b98444e6b797305a8cd6a18,1.045333333,
0xfd492edf2e079e3308e98b564388094b753b9318,1.050333333,
0xa32b47d9b7c3cd89b68ffd84eead467fedd47dc4,1.055333333,
0x9bc053392cb180e24fb919b7eaaa179c62e8423b,1.060333333,
0x9b37721c351f3619bec922e92f7a8de8184d1124,1.065333333,
0xb87c0026ae926ebbb8dfe05d89d3c438249c3fa4,1.070333333,
0x4c3240465a96b751691f4cf8f5195c95c6cbb0ab,1.075333333,
0x028031c1a3e820739e74b667231e217a03a2afdc,1.080333333,
0x4103e932052173bacbbb8d6357809f91059c5f85,1.085333333,
0x4dac9d424ffe4cb9d293c840458c92d378350c63,1.090333333,
0x5836bca803c6816867ca7b18b3095750dd86d770,1.095333333,
0x355456106c32cb9399993b960d6029e244094880,1.100333333,
0xa72c8ea88469093090f4bb31294a11e87275e147,1.105333333,
0x63a1ee8d4c3afd8d7067a5b7728ac9c7a95da989,1.110333333,
0xc40e400eae9ae452446a25d6b636fb44b6816d17,1.115333333,
0x46c7629afa3e9a050174ae3d78b99e0e655511fd,1.120333333,
0x27b269ba28b2dfba0842aa7c8818cf57d67fd273,1.125333333,
0x47253a0141a269e86c6c585737b15f2cffb347c3,1.130333333,
0x0fc57dce07a685be54c5704d2c0685ecaa49b41e,1.135333333,
0x22ae957b1a96209104ed0a3321193c3156c1adb7,1.140333333,
0x9aac3beff908205ded97a9ea3a3de774b1882b0b,1.145333333,
0x481a54afa54fb2fba7be46ea05b8e951668ceca4,1.150333333,
0x2676714de1702aa84036e84553c441b74499e9c5,1.155333333,
0x38b07bc23feb33727e2c3adcf8eb6f111f3050bb,1.160333333,
0xd2dfe9db12408311946d451d38964461492299db,1.165333333,
0xc275789b9367a59954be796a0e14bc0f142bad10,1.170333333,
0xfc9f8fc5b789d39af95058a3119744965579e9a7,1.175333333,
0x729797a87bda0045f96dad7444082b6a63d3913c,1.180333333,
0xebff113c2552c5946dab2ef249b0cb2630e595b8,1.185333333,
0xcd060513bf20342bd01d0e3b30c9ec86df864cb8,1.190333333,
0x6d87806b7216f92e966cc6ad50999dfd4b38e89f,1.195333333,
0xa2b4a15fc9a3018739d6cd734770abc40d913a84,1.200333333,
0xa98cd7b750aa3e848a8e4abe51767b5f5d64ac6e,1.205333333,
0x6119617cd7ecd9f795576c3c925e38cfdbdf46ee,1.210333333,
0x64361f47a22ce59058c31072ab82eb75cdf41b13,1.215333333,
0x50e9a74a0fa7023429029527c4365746e7712ae6,1.220333333,
0xe8f2292120ee3b52c0d49075c8a7be2ac6e83787,1.225333333,
0xb20a76813b5bc484ac632bae0af0fde8434bdc59,1.230333333,
0x1cc46c57be8fbea0507e011f6d369555729392b3,1.235333333,
0x9eb7ff1f2a62aee07f286a07bc14b87372b45f09,1.240333333,
0x3c2667f696cd5167eadfdd002f085b9ccf34dfc0,1.245333333,
0x62adcf21d5f138d2e971de700f3f4ea365ad13f3,1.250333333,
0xcc382ed2f50bebcf43eeabda5d4cce2540884f42,1.255333333,
0x7367ae910ab7969afe92e67ac0707dc506f96e15,1.260333333,
0xb59b99838f376f8ef98b6743f02b0f7960c29107,1.265333333,
0x786a760df3318bf6d8f2f37363b49de2d117f19a,1.270333333,
0x879d20c2edcc0520e5cab159b60f197839e6378c,1.275333333,
0x55e5a60cf7aed6b68137ee8ced7d2b2a1ab07f08,1.280333333,
0x9c609dd74e8ff34598da8666071df957cf9bee0a,1.285333333,
0xf04dc5d939fadcb5a16027cbfcdc6d370cf36a08,1.290333333,
0x2f7dda9c24bfea7fc84a0107873269029cf52f92,1.295333333,
0x21c315a4036af3b5d4a54ba066d65f8befceb2fc,1.300333333,
0x95e0b38b030d974677fbb9db5244716deb919292,1.305333333,
0x20aff42c8b2660e6b712411b903943dd5c1eef76,1.310333333,
0x9794c2a050ba0f9138c725c5d0ad59b535423769,1.315333333,
0xa39f28640fc7e4ecf8a7174473aa2dd2d456cf0c,1.320333333,
0xc146eaf00c0a662651230b045e80e6ac45178955,1.325333333,
0xe90e0604da38921542a8da6adfdfdd9f906119e0,1.330333333,
0x3399ed2d8063d4ae9e5496e24b2a5ec608dab991,1.335333333,
0xf7582dcc8cf5f7236a39eeba1fd15cded7bcbecc,1.340333333,
0x42ecb3836cd58aba824aa01710e3784fa5579c2c,1.345333333,
0x45c7e4d61ea1e041d48c4d35da3d3898fe168d4f,1.350333333,
0xe5bc82b709a9e5c10a4d5fb32afba2b969f12989,1.355333333,
0x76769dc52a6be1c493780bc5336eaa54d278d5f1,1.360333333,
0xa49dba3748fbfb65349aa0cb19245b55ad10607b,1.365333333,
0xe54d591a9b758d20ab4d27926f392af019a34c77,1.370333333,
0x5c61f4c07401a726e49680c1cbf01cf6c85e68d1,1.375333333,
0x57d99f525bacec6b7a65f465610d572fbefef93f,1.380333333,
0x0201b11ee4fec984041534767834341212ffad3a,1.385333333,
0x8177adbdd9c71e2a3a4ec67c10c538a8a8c0e094,1.390333333,
0x0e8706034d4e3dab76f4aa292ac78243d2c39919,1.395333333,
0x53ddd57da87bf4be2e086dc84ac92a61d36fc900,1.400333333,
0x6133bab2f3f48769c8990c8ae61142624e9d6d4e,1.405333333,
0xb44bdeaa9deb038b2ebd1b6ed36acd8ea4cde3f4,1.410333333,
0x16d2d976ca4748d26a2993125d74db0bc85bc0f6,1.415333333,
0x7c9d81be2305f716fa9b79341ca4d0d3dff2d1a2,1.420333333,
0xdd13188bdc075d1f8a51f10be1c56018e42ecad8,1.425333333,
0xfd1c3d98ada0a9ddb2e0102bc07407999b5b9595,1.430333333,
0x91c4fc79f3193256816e9da3701ac8b131fee5ac,1.435333333,
0x2a7fd58b2745edf011125441718e55247babe11e,1.440333333,
0x1602d8db6a62b059ee52ee626c4fd40acea812d1,1.445333333,
0xed1def3bc66845db7108e63c191cfae03ed42520,1.450333333,
0xb43dd9662e1fb17b8602932d9db17ed13259af8f,1.455333333,
0x401fb5d5e03b504db74fa0286420e466cb0cb662,1.460333333,
0xa07932cab40152168306d4354cccae020b5985c8,1.465333333,
0xd1b97397955d0b731a10ab90c412c8ca7601e6c6,1.470333333,
0x0ba7b04ca9727c15dd65de087687855069ef6da1,1.475333333,
0x84862e41915515f927b547c87836cf02aa2497b4,1.480333333,
0x8b45cf2c387c276f80bb8396580caff8ffa49e46,1.485333333,
0xcf1f83ab2c27ad29f5fa3e361c7a39079b6d79ed,1.490333333,
0x5c9c434ee58a056b720a62dca9845f309114b6ef,1.495333333,
0xf1819b7819b3ab6abfbab4c9176bcfd77944ba87,1.500333333,
0xc0e074199913755ece9cf40789552a4f09886a1a,1.505333333,
0xc24079afd55c89ad57caa106f40f74fdd856b50d,1.510333333,
0x10c8ba8d64826b80a5f614eeed1d7b56748c3c42,1.515333333,
0x56afd6ed4be50a73b36b6319d5bc5cd7d2975a2d,1.520333333,
0xcf99c7a294ed1f1ea2e75cbb5c1bc962a2253b62,1.525333333,
0xa0826ddc18e88efcdab1d0eb21b351fd84c11cfa,1.530333333,
0xcbaad8ce15817a0031f7e48ee9e4d1e37563f90f,1.535333333,
0x17fa9a08139d7bf3127b08562a1a6bd26661691a,1.540333333,
0x3d4d6269026f2b7f9ec1fdf2d8e37051d865199d,1.545333333,
0xea74a0ed3768073f901c3bba5cd9186124abd2c9,1.550333333,
0xd1ba2e1dc8752e9a3bbb18e0ef4450e71028a21c,1.555333333,
0x9286ab3f7729119d184ee64f7182557415b019ac,1.560333333,
0xd243723f8cf73235897b378867bf737f1f972c48,1.565333333,
0xa4a2d2f8e4a0d75467ec08bbfdac4af57ede89b9,1.570333333,
0x11d1cabbb92b5b989765d6d85db06abec7fd837e,1.575333333,
0xe7b023f9825e1aa9f110724088d9df2eb006ebf1,1.580333333,
0xeb30d8c3e85599228b9d41c79c934ee6c3f4e933,1.585333333,
0x1f857e9b7dc5829208c83eb68b866f54efa77a86,1.590333333,
0x3e715c5bdd7c6cc88ed827ea432db17a88552eb4,1.595333333,
0xd093147dac72c5f12fb7427b1e2a4066210277cc,1.600333333,
0xd3561fccf3b69b85c6a2101178cdfcac82f10920,1.605333333,
0x653d9e0a8dc03dccea1907856db7429fb47a6198,1.610333333,
0x66c8e69dc9e9e070e60538ae94cb886e3280fb7b,1.615333333,
0xc9ba8c8620ef22bcbd42e7a78e55c76558392170,1.620333333,
0xaf410c2f5b475f421b0fc9dbee0faf5c50f8b65c,1.625333333,
0xd9eb7746eb6d896eebd7301a87c5cf553a2b4080,1.630333333,
0x394924cc07e31a0902417b73bdee2a2bf7eda233,1.635333333,
0xd19fd8678c075589a62cbe1f23b2a4f938661237,1.640333333,
0xf477f1c11c56760b2e7f2de61c99e149050e2421,1.645333333,
0x28849844d09cb373695b04e678751e591412454c,1.650333333,
0x943c8e1ed083e70e960d73f3b48f8c43b480d1a8,1.655333333,
0x9e9f90771946029a93d286a1c78abad44e1f6194,1.660333333,
0xafbd2a234579c546afaff0110bd438025f1c175f,1.665333333,
0x4ffb7d41fa2c5e5eb07587bc61431923ad050170,1.670333333,
0xc1fef63b972f35e5d8f96fdf8588fab370905066,1.675333333,
0xe156f87b8f55b9dc2be849c262ea7805826805a2,1.680333333,
0x7a4845efff08bbef289712a3746c9cc84fe40b3f,1.685333333,
0xaaddb11edb976caf0a60586b236261b4493bdf23,1.690333333,
0x9c998cd8c0a96aceb3a70719b705d01cb651ed1c,1.695333333,
0x1ddfdbb39879afd3153d9ca9301257f36298ef9c,1.700333333,
0x7f5385774fcf02a4505343327630b36323188005,1.705333333,
0xcb26704c5c1969f23149ffb539b68ab508238a64,1.710333333,
0x5b30a5b08f98be1653a43129abaab68aad3b0da1,1.715333333,
0xa9395035e41e367b219bdfb59b9fb4b53a947220,1.720333333,
0x0012913da4f82a226025c215c5e41a4d9aabbcea,1.725333333,
0xebeabac604c34aa35829bb52e0e308a99c551679,1.730333333,
0x80ef72e2d3febcd9bf57943478c1b0ad272817f6,1.735333333,
0xd6fa1797a5fb391cb94ee5df46ec8f9f372d7328,1.740333333,
0xd6788c267d24d605337c0b0a2fc7c22ce2af0be5,1.745333333,
0x2e9398bff9bc9549dbfe44086ec71844e519a8f0,1.750333333,
0xbcd4ee00c127e51f53b489d636f5a641e2fb7ae8,1.755333333,
0xaee4ae9d8385593c0ea545575090f8b6c849aada,1.760333333,
0x874dd48b1366f8932b8bfebc8d44adf7238baa07,1.765333333,
0x2682b2037695a2494a71385a91910fab58114f8f,1.770333333,
0x763236c0894ba2d1412c3ee7a6238eb639147aa3,1.775333333,
0xecddfdebeec355745288c84391716d2888f51164,1.780333333,
0x3b66ad5c3f659ce8592a12a85a64e178230d3eaa,1.785333333,
0xf18feee773edea8a305465af9280dbebf8245e01,1.790333333,
0x613c3489eb226d0be25d3f46ea97152337ff8a49,1.795333333,
0x746c35b5c1de193c06041b6b421f0dfb5e95a64b,1.800333333,
0xaacbdaf1e2d2b01880d8a39b15b8c38edf57a408,1.805333333,
0x73a19277a51bb52a0c4871f7145305bcdbb32c27,1.810333333,
0x3fbe8ff9aff1a8d464d6a651f96f646b3acf93ed,1.815333333,
0x71424902315528e83b49e14c2cf4b772df991c64,1.820333333,
0x18964f7ca7c1a988339c3e35da5014610d41eb22,1.825333333,
0xe49c4cff8babaec9bdd7f727c6c0a404213e9964,1.830333333,
0x905e1db091efed978a9acd174df4b9c9fbc6c644,1.835333333,
0x0f7f50758bd7d25cd2c61933bc685bd73235bcf9,1.840333333,
0xf1695fc076247517f64617e9fdc07b422e600289,1.845333333,
0x241f508c0479278b61cc7c02245005a60b773648,1.850333333,
0x9ef1d52db091e94eaa38c5bb078ec69c626f99bc,1.855333333,
0x62362a10b7e0b026d1db3fa1d6666cf792cb3436,1.860333333,
0x61249333e0fcb9cecf48b6a56c4517b384113235,1.865333333,
0xb0af00c253444390c8dd6375468a75e247fb6b5a,1.870333333,
0xb29f291f6687cc557178653a69f7c55f810f7f67,1.875333333,
0xc1386d6b4601924efeb164ac6bb1cc4a0eadfb03,1.880333333,
0xeab86a2909ee9e76409bb161fdae18f99eddf019,1.885333333,
0x5b5f2dd811707674358d2ab3baea08e60f6fef0c,1.890333333,
0xb7bb1f34cc0555d99d40db3acfcdc64c4b469f04,1.895333333,
0x57dc76863dd4e8ec85617325ce761cf8a399c5a3,1.900333333,
0x28d86e711895077327a242cabefbdd6472b09d63,1.905333333,
0xfe5e8ab21e1a7c9dd816978f579bb35df73ac3da,1.910333333,
0x030c02bb5f9672b311457a53f076f271124b1bcc,1.915333333,
0x0edc4bba7a5e08f9335fe0fa6de9c0ed3dfdbda9,1.920333333,
0x4288d364fb6f0b5b01859e9e887896f90ea88dfc,1.925333333,
0x650d630126cb7ef4659c3f99f175900c69901f8b,1.930333333,
0xa1fc21a3198adc776244aec1fef03bf84838d9f5,1.935333333,
0x0b9516df205a0a1d2e06f2c987c598bc3db5dcb4,1.940333333,
0x59f54b4aacfe03181084f831e9de2c8c39525cf5,1.945333333,
0xe1928ce504e344808bf1347ee77ebe8417b5febc,1.950333333,
0xb4f9d41304c987ae7f3f92fe46592120ecf06747,1.955333333,
0xc31e28ccd1c5f60faa37264ea1333c040343f40a,1.960333333,
0x726bbc72494f8eb09682d579c15fb99552a3adb2,1.965333333,
0x768126271ff1e642dbb2c2922e7adf44d2513a87,1.970333333,
0xbc791657e2f8229d2248115c0f922b5561115c5c,1.975333333,
0xd531c4a4c97f383da101436d9c96c264919b59be,1.980333333,
0x97a77b4be17bbc0c9e270b9d074905459434ae92,1.985333333,
